"EMPRESA";"ENDERECO";"NUMERO";"BAIRRO";"CEP";"MUNICIPIO";"UF";"FAIXA_VALOR";"ENDERECO_COMPLETO";"lon";"lat"
"ADM DO BRASIL LTDA";"RODOVIA MT 449 , KM 3,2";"S/N";"ZONA RURAL";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 449 , KM 3,2, S/N, ZONA RURAL, LUCAS DO RIO VERDE, MT";-55,9193214;-13,064847
"SM LAMINADOS DE MADEIRAS LTDA";"RUA LUIZ JOSE DA SILVA";"SN";"TRAIRAS";78150238;"VARZEA GRANDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA LUIZ JOSE DA SILVA, SN, TRAIRAS, VARZEA GRANDE, MT";-56,1327131;-15,646248
"BOA ESPERANCA AGROPECUARIA LTDA";"RODOVIA MT 338";"S/N.";"ZONA RURAL";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 338, S/N., ZONA RURAL, LUCAS DO RIO VERDE, MT";-55,9193214;-13,064847
"NOBLE BRASIL S.A.";"RODOVIA BR 163 KM 759 ESTRA";"S/N";"DISTRITO INDUSTRIAL";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163 KM 759 ESTRA, S/N, DISTRITO INDUSTRIAL, SORRISO, MT";-55,7215367;-12,5429456
"O TELHAR AGROPECUARIA LTDA";"RODOVIA MT 130 KM 165";"S/N";"ZONA RURAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA MT 130 KM 165, S/N, ZONA RURAL, PRIMAVERA DO LESTE, MT";-54,2950554;-15,5605187
"POPCORN INDUSTRIA E COMERCIO DE CEREAIS LTDA";"RUA PORTO ALEGRE";"1043 N";"DISTRITO INDUSTRIAL";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 5 e US$ 10 milhões";"RUA PORTO ALEGRE, 1043 N, DISTRITO INDUSTRIAL, LUCAS DO RIO VERDE, MT";-55,9193214;-13,064847
"FUGA COUROS SA";"ESTRADA DA GUARITA, KM 04";"SN";"DISTRITO PASSAGEM D";78168000;"VARZEA GRANDE";"MT";"Entre US$ 5 e US$ 10 milhões";"ESTRADA DA GUARITA, KM 04, SN, DISTRITO PASSAGEM D, VARZEA GRANDE, MT";-56,1327131;-15,646248
"COOPERATIVA MISTA SAPEZALENSE";"AVENIDA JAU";"136";"CENTRO";78365000;"SAPEZAL";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA JAU, 136, CENTRO, SAPEZAL, MT";-58,8054885;-13,5464793
"PB BRASIL INDUSTRIA E COMERCIO DE GELATINAS LTDA";"ESTRADA VICINAL ACORIZAL";"S/N";"ZONA URBANA";78480000;"ACORIZAL";"MT";"Entre US$ 5 e US$ 10 milhões";"ESTRADA VICINAL ACORIZAL, S/N, ZONA URBANA, ACORIZAL, MT";-56,3637215;-15,1944545
"GIRASSOL AGRICOLA LTDA.";"AVENIDA PRESIDENTE MEDICI";"4510";"VILA BIRIGUI";78705000;"RONDONOPOLIS";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA PRESIDENTE MEDICI, 4510, VILA BIRIGUI, RONDONOPOLIS, MT";-54,6412063;-16,4666877
"COPASPE - COOPERATIVA DE PRODUTORES AGRICOLAS DA SERRA";"RUA ARNALDO ESTEVAN DE FIGU";"165";"CENTRO";78700150;"RONDONOPOLIS";"MT";"Entre US$ 5 e US$ 10 milhões";"RUA ARNALDO ESTEVAN DE FIGU, 165, CENTRO, RONDONOPOLIS, MT";-54,6298012;-16,4725569
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"AVENIDA ADEMAR RAITER";"14";"CENTRO";78890000;"SORRISO";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA ADEMAR RAITER, 14, CENTRO, SORRISO, MT";-55,7116913;-12,5465739
"VANGUARDA AGRO S.A.";"RODOVIA BR MT 235, KM 18 +";"S/N";"ZONA RURAL";78450000;"NOVA MUTUM";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR MT 235, KM 18 +, S/N, ZONA RURAL, NOVA MUTUM, MT";-56,0748066;-13,837813
"NATURAL PORK ALIMENTOS S.A.";"RODOVIA BR 163";"S/N";"INDUSTRIAL SUL";78450000;"NOVA MUTUM";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR 163, S/N, INDUSTRIAL SUL, NOVA MUTUM, MT";-56,0748066;-13,837813
"BUNGE ALIMENTOS S/A";"RODOVIA MT170 KM 180";"S/N";"ZONA RURAL";78350000;"BRASNORTE";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA MT170 KM 180, S/N, ZONA RURAL, BRASNORTE, MT";-58,0067574;-12,1254939
"SLC AGRICOLA S.A.";"RODOVIA BR 364";"SN";"ZONA RURAL";78400000;"DIAMANTINO";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR 364, SN, ZONA RURAL, DIAMANTINO, MT";-56,4370932;-14,4040989
"BTG PACTUAL COMMODITIES S.A";"AVENIDA SUL";"1390";"SETOR C";78643000;"QUERENCIA";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA SUL, 1390, SETOR C, QUERENCIA, MT";-52,2077548;-12,5943487
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"AVENIDA INDUSTRIAL";"287";"VILA NOVA";78652000;"CONFRESA";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA INDUSTRIAL, 287, VILA NOVA, CONFRESA, MT";-51,5703097;-10,6572906
"VIPOSA S.A";"RUA JOAQUIM LEMES DE MORAES";"265";"VILA CAPAO GRANDE";78150000;"VARZEA GRANDE";"MT";"Entre US$ 5 e US$ 10 milhões";"RUA JOAQUIM LEMES DE MORAES, 265, VILA CAPAO GRANDE, VARZEA GRANDE, MT";-56,1665197;-15,7036737
"ADRIANA AGRICOLA LTDA";"RUA BARAO DO RIO BRANCO";"224";"CENTRO";78700180;"RONDONOPOLIS";"MT";"Entre US$ 5 e US$ 10 milhões";"RUA BARAO DO RIO BRANCO, 224, CENTRO, RONDONOPOLIS, MT";-54,6546834;-16,442904
"O TELHAR AGROPECUARIA LTDA";"RODOVIA BR 364 KM 118 A DIR";"S/N";"ZONA RURAL";78790000;"ITIQUIRA";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR 364 KM 118 A DIR, S/N, ZONA RURAL, ITIQUIRA, MT";-54,146888;-17,2058818
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA ESTADUAL MT 338, KM";"S/N";"ZONA RURAL";78573000;"TAPURAH";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA ESTADUAL MT 338, KM, S/N, ZONA RURAL, TAPURAH, MT";-56,5125283;-12,7428031
"NOBLE BRASIL S.A.";"AVENIDA ITRIO CORREA COSTA";"2540";"JARDIM BELO HORIZON";78705540;"RONDONOPOLIS";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA ITRIO CORREA COSTA, 2540, JARDIM BELO HORIZON, RONDONOPOLIS, MT";-54,6610011;-16,4578158
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR 163";"S/N";"ZONA RURAL";78735901;"RONDONOPOLIS";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR 163, S/N, ZONA RURAL, RONDONOPOLIS, MT";-56,1088642;-14,4024697
"BUNGE ALIMENTOS S/A";"RODOVIA MT 430";"S/N";"ZONA RURAL";78664000;"SANTA CRUZ DO XINGU";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA MT 430, S/N, ZONA RURAL, SANTA CRUZ DO XINGU, MT";-52,3919119;-10,1553158
"SERGIO DE MARCO";"AV ARY COELHO";"299";"VILA BIRIGUI";78705050;"RONDONOPOLIS";"MT";"Entre US$ 5 e US$ 10 milhões";"AV ARY COELHO, 299, VILA BIRIGUI, RONDONOPOLIS, MT";-54,644452;-16,467051
"ADM DO BRASIL LTDA";"RODOVIA MT 242 KM 80";"S/N";"ZONA RURAL";78888000;"NOVA UBIRATA";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA MT 242 KM 80, S/N, ZONA RURAL, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"AGROVERDE AGRONEGOCIOS E LOGISTICA LTDA";"AVENIDA PERIMETRAL SUDESTE";"9961";"CENTRO";78890000;"SORRISO";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA PERIMETRAL SUDESTE, 9961, CENTRO, SORRISO, MT";-55,7254746;-12,5692785
"FIAGRIL LTDA";"AVENIDA DAS INDUSTRIAS";"SN";"NUCLEO URBANO";78563000;"TABAPORA";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA DAS INDUSTRIAS, SN, NUCLEO URBANO, TABAPORA, MT";-56,8200329;-11,3152879
"JUNP IND. E COM. DE MADEIRAS E EXP. LTDA";"RODOVIA MT 206";"S/N";"SETOR INDUSTRIAL";78335000;"COLNIZA";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA MT 206, S/N, SETOR INDUSTRIAL, COLNIZA, MT";-59,2229749;-9,4636688
"JBS S/A";"RODOVIA MT 338, KM 8";"S/N";"ZONA RURAL";78575000;"JUARA";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA MT 338, KM 8, S/N, ZONA RURAL, JUARA, MT";-57,5082303;-11,2535221
"CARGILL AGRICOLA S A";"ESTRADA VICINAL DAS TRES PO";"S/N";"ZONA RURAL";78756000;"RONDONOPOLIS";"MT";"Entre US$ 5 e US$ 10 milhões";"ESTRADA VICINAL DAS TRES PO, S/N, ZONA RURAL, RONDONOPOLIS, MT";-54,6387229;-16,4654757
"VANGUARDA DO BRASIL S.A.";"RODOVIA BR 163 KM 560 + 42";"S/N";"ZONA RURAL";78450000;"NOVA MUTUM";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR 163 KM 560 + 42, S/N, ZONA RURAL, NOVA MUTUM, MT";-56,1088642;-14,4024697
"FIAGRIL LTDA";"LOTEAMEN PROJETO DE COLONIZ";"S/N";"ZONA RURAL";78453000;"SANTA RITA DO TRIVELATO";"MT";"Entre US$ 5 e US$ 10 milhões";"LOTEAMEN PROJETO DE COLONIZ, S/N, ZONA RURAL, SANTA RITA DO TRIVELATO, MT";-55,2743359;-13,8158121
"COOPERATIVA AGROINDUSTRIAL DO CENTRO OESTE LTDA";"RODOVIA BR 163";"S/N";"DISTRITO INDUSTRIAL";78450000;"NOVA MUTUM";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR 163, S/N, DISTRITO INDUSTRIAL, NOVA MUTUM, MT";-56,1088642;-14,4024697
"NOBLE BRASIL S.A.";"AVENIDA DOS UIRAPURUS";"353-W";"CENTRO";78450000;"NOVA MUTUM";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA DOS UIRAPURUS, 353-W, CENTRO, NOVA MUTUM, MT";-56,0830072;-13,8277807
"VOLNEI MASUTTI";"R DAS PITANGUEIRAS";"4775";"SAO FRANCISCO";78310000;"COMODORO";"MT";"Entre US$ 5 e US$ 10 milhões";"R DAS PITANGUEIRAS, 4775, SAO FRANCISCO, COMODORO, MT";-59,7851355;-13,6556203
"GLENCORE IMPORTADORA E EXPORTADORA S/A";"AVENIDA CENTRAL";"1235";"SETOR C";78643000;"QUERENCIA";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA CENTRAL, 1235, SETOR C, QUERENCIA, MT";-52,2077548;-12,5943487
"JBS S/A";"AVENIDA ULISSES GUIMARAES";"889";"POLO INDUSTRIAL III";78500000;"COLIDER";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA ULISSES GUIMARAES, 889, POLO INDUSTRIAL III, COLIDER, MT";-55,4436311;-10,7905446
"FIAGRIL LTDA";"AVENIDA PRINCIPAL";"S/N";"AGROVILA GROSLANDIA";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA PRINCIPAL, S/N, AGROVILA GROSLANDIA, LUCAS DO RIO VERDE, MT";-55,9193214;-13,064847
"MULTIGRAIN S.A.";"AVENIDA A";"S/N";"DISTRITO INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA A, S/N, DISTRITO INDUSTRIAL, PRIMAVERA DO LESTE, MT";-54,3316859;-15,5798991
"FLORESTECA S/A";"AVENIDA RAMIRES";"S/N";"DISTRITO INDUSTRIAL";78200000;"CACERES";"MT";"Entre US$ 5 e US$ 10 milhões";"AVENIDA RAMIRES, S/N, DISTRITO INDUSTRIAL, CACERES, MT";-57,6823043;-16,0768443
"CARAMURU ALIMENTOS S/A.";"RODOVIA MT 240, KM 45";"S/N";"INDUSTRIAL II";78635000;"AGUA BOA";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA MT 240, KM 45, S/N, INDUSTRIAL II, AGUA BOA, MT";-52,1593834;-14,047489
"FAZENDA PLANORTE EMPREENDIMENTOS AGRICOLAS LTDA";"DISTRITO GLEBA FORMIGA";"S/N";"S/BAIRRO";78307000;"CAMPOS DE JULIO";"MT";"Entre US$ 5 e US$ 10 milhões";"DISTRITO GLEBA FORMIGA, S/N, S/BAIRRO, CAMPOS DE JULIO, MT";-59,260354;-13,7214725
"NORTAO INDUSTRIAL DE ALIMENTOS LTDA";"RUA COLONIZADOR ENIO PEPINO";"7138";"ZONA RURAL";78558970;"SINOP";"MT";"Entre US$ 5 e US$ 10 milhões";"RUA COLONIZADOR ENIO PEPINO, 7138, ZONA RURAL, SINOP, MT";-55,5095451;-11,8608456
"PRODUZIR AGROPECUARIA LTDA";"RODOVIA BR 70 KM 26";"S/N";"ZONA RURAL";78830000;"DOM AQUINO";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR 70 KM 26, S/N, ZONA RURAL, DOM AQUINO, MT";-54,9227853;-15,8103345
"FRIGORIFICO REDENTOR S/A.";"RODOVIA BR 163";"S/N";"SETRO 1 A";78520000;"GUARANTA DO NORTE";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA BR 163, S/N, SETRO 1 A, GUARANTA DO NORTE, MT";-56,1088642;-14,4024697
"SIPAL INDUSTRIA E COMERCIO LTDA";"RUA OLIVERIO PORTA";"1732";"PRIMAVERA 2";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 5 e US$ 10 milhões";"RUA OLIVERIO PORTA, 1732, PRIMAVERA 2, PRIMAVERA DO LESTE, MT";-54,2944902;-15,5456663
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT-242";"S/NR";"ZONA RURAL";78888000;"NOVA UBIRATA";"MT";"Entre US$ 5 e US$ 10 milhões";"RODOVIA MT-242, S/NR, ZONA RURAL, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"CARGILL AGRICOLA S A";"AVENIDA PERIMETRAL NORTE, K";"S/N";"ZONA RURAL";78888000;"NOVA UBIRATA";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA PERIMETRAL NORTE, K, S/N, ZONA RURAL, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA";"RODOVIA BR 364";"S/N";"ZONA RURAL";78400000;"DIAMANTINO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, S/N, ZONA RURAL, DIAMANTINO, MT";-56,4370932;-14,4040989
"BTG PACTUAL COMMODITIES S.A";"AVENIDA HISTORIADOR RUBENS";"2.368";"BOSQUE DA SAUDE";78050000;"CUIABA";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA HISTORIADOR RUBENS, 2.368, BOSQUE DA SAUDE, CUIABA, MT";-56,0769642;-15,5821534
"BOM JESUS AGROPECUARIA LTDA";"RODOVIA BR 163, KM 607 + 89";"S/N";"ZONA RURAL";78453000;"SANTA RITA DO TRIVELATO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 163, KM 607 + 89, S/N, ZONA RURAL, SANTA RITA DO TRIVELATO, MT";-55,2743359;-13,8158121
"COOPERATIVA AGROINDUSTRIAL DO CENTRO OESTE LTDA";"AVENIDA PRESIDENTE JOAO GOU";"543";"VILA AURORA";78740034;"RONDONOPOLIS";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA PRESIDENTE JOAO GOU, 543, VILA AURORA, RONDONOPOLIS, MT";-54,617721;-16,4728003
"GLENCORE IMPORTADORA E EXPORTADORA S/A";"ESTRADA ALDA - KM 05";"S/NR";"GLEBA CELESTE";78545000;"SANTA CARMEM";"MT";"Entre US$ 1 e US$ 5 milhões";"ESTRADA ALDA - KM 05, S/NR, GLEBA CELESTE, SANTA CARMEM, MT";-55,2787719;-11,9738732
"BOA ESPERANCA AGROPECUARIA LTDA";"RODOVIA MT 449 - KM 73,8";"S/N";"ZONA RURAL";78573000;"TAPURAH";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 449 - KM 73,8, S/N, ZONA RURAL, TAPURAH, MT";-56,5125283;-12,7428031
"DURLICOUROS IND E COM DE COUROS, EXP E IMPORTACAO LTDA";"RODOVIA BR 364 KM 382";"S/N";"ZONA RURAL";78088800;"CUIABA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364 KM 382, S/N, ZONA RURAL, CUIABA, MT";-56,0978917;-15,6014109
"MBR ALIMENTOS LTDA";"RODOVIA BR 070 KM 286";"S/N";"ZONA RURAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 070 KM 286, S/N, ZONA RURAL, PRIMAVERA DO LESTE, MT";-54,2950554;-15,5605187
"VANGUARDA DO BRASIL S.A.";"RODOVIA BR 364 KM 329";"S/N";"RURAL";78400000;"DIAMANTINO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364 KM 329, S/N, RURAL, DIAMANTINO, MT";-56,4370932;-14,4040989
"NOBLE BRASIL S.A.";"RODOVIA MT 160";"S/N";"ZONA RURAL";78445000;"NOVA MARINGA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 160, S/N, ZONA RURAL, NOVA MARINGA, MT";-57,0918949;-13,0310655
"BOM JESUS AGROPECUARIA LTDA";"RODOVIA BR 364, KM 126";"S/N";"ZONA RURAL";78795000;"PEDRA PRETA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, KM 126, S/N, ZONA RURAL, PEDRA PRETA, MT";-54,4814404;-16,621352
"APASA INDUSTRIAL E AGROFLORESTAL LTDA";"RUA MARANHAO";"500-B";"CENTRO";78435000;"SAO JOSE DO RIO CLARO";"MT";"Entre US$ 1 e US$ 5 milhões";"RUA MARANHAO, 500-B, CENTRO, SAO JOSE DO RIO CLARO, MT";-56,7192304;-13,4420575
"SIPAL INDUSTRIA E COMERCIO LTDA";"RODOVIA MT 449, QUADRA 999,";"1315-W";"DISTRITO INDUSTRIAL";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 449, QUADRA 999,, 1315-W, DISTRITO INDUSTRIAL, LUCAS DO RIO VERDE, MT";-55,9193214;-13,064847
"AGROPECUARIA LOCKS LTDA";"RODOVIA BR 364";"SN";"ZONA RURAL";78365000;"SAPEZAL";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, SN, ZONA RURAL, SAPEZAL, MT";-58,820385;-13,5479905
"SEARA ALIMENTOS NORTE LTDA";"RODOVIA MT 358";"S/N";"ZONA RURAL";78300000;"TANGARA DA SERRA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 358, S/N, ZONA RURAL, TANGARA DA SERRA, MT";-57,4875157;-14,6197344
"ROMEU FROELICH";"R SANTA CATARINA";"252";"CENTRO";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 1 e US$ 5 milhões";"R SANTA CATARINA, 252, CENTRO, PRIMAVERA DO LESTE, MT";-54,3004049;-15,5470961
"JBS S/A";"RODOVIA MT 170";"S/N";"ZONA RURAL";78320000;"JUINA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 170, S/N, ZONA RURAL, JUINA, MT";-58,7571771;-11,4228527
"CERVEJARIA PETROPOLIS S/A";"RODOVIA MT 10";"S/N";"ZONA RURAL";78400000;"DIAMANTINO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 10, S/N, ZONA RURAL, DIAMANTINO, MT";-56,4370932;-14,4040989
"C.VALE - COOPERATIVA AGROINDUSTRIAL";"RODOVIA MT 242, KM 80";"S/N";"ZONA RURAL";78888000;"NOVA UBIRATA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 242, KM 80, S/N, ZONA RURAL, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"SIPAL INDUSTRIA E COMERCIO LTDA";"AVENIDA IDEMAR RIEDI";"10268";"INDUSTRIAL";78890000;"SORRISO";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA IDEMAR RIEDI, 10268, INDUSTRIAL, SORRISO, MT";-55,711068;-12,547946
"BOA ESPERANCA AGROPECUARIA LTDA";"RODOVIA MT 242 - KM 34,8 A";"S/N";"ZONA RURAL";78890000;"SORRISO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 242 - KM 34,8 A, S/N, ZONA RURAL, SORRISO, MT";-55,7215367;-12,5429456
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"AVENIDA BRASIL";"1735-S";"CIDADE ALTA";78300000;"TANGARA DA SERRA";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA BRASIL, 1735-S, CIDADE ALTA, TANGARA DA SERRA, MT";-57,4875157;-14,6197344
"ORLANDO POLATO";"R DOM PEDRO II";"332";"CENTRO";78700220;"RONDONOPOLIS";"MT";"Entre US$ 1 e US$ 5 milhões";"R DOM PEDRO II, 332, CENTRO, RONDONOPOLIS, MT";-54,6266283;-16,4696335
"CACERES FLORESTAL SA";"AVENIDA MARECHAL RONDON";"720";"SAO LUIZ";78200000;"CACERES";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA MARECHAL RONDON, 720, SAO LUIZ, CACERES, MT";-57,7005654;-16,0769787
"NOBLE BRASIL S.A.";"RODOVIA 242";"KM 78";"ZONA RURAL";78888000;"NOVA UBIRATA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA 242, KM 78, ZONA RURAL, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"SIPAL INDUSTRIA E COMERCIO LTDA";"RODOVIA MT 130";"S/N";"ZONA RURAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 130, S/N, ZONA RURAL, PRIMAVERA DO LESTE, MT";-54,2950554;-15,5605187
"C.VALE - COOPERATIVA AGROINDUSTRIAL";"AVENIDA DAS SAMAMBAIAS";"1002 W";"CENTRO";78450000;"NOVA MUTUM";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA DAS SAMAMBAIAS, 1002 W, CENTRO, NOVA MUTUM, MT";-56,0748066;-13,837813
"COPAGRI - COMERCIAL PARANAENSE AGRICOLA LTDA";"AVENIDA ADEMAR RAITER";"221";"CENTRO";78890000;"SORRISO";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA ADEMAR RAITER, 221, CENTRO, SORRISO, MT";-55,7131527;-12,5459471
"PETROVINA INDUSTRIA, COMERCIO E TRANSPORTE DE CEREAIS L";"RODOVIA BR 364, KM 119";"S/N";"ZONA RURAL";78795000;"PEDRA PRETA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, KM 119, S/N, ZONA RURAL, PEDRA PRETA, MT";-54,4814404;-16,621352
"USINAS ITAMARATI S/A";"FAZENDA GUANABARA";"S/N";"ZONA RURAL";78370000;"NOVA OLIMPIA";"MT";"Entre US$ 1 e US$ 5 milhões";"FAZENDA GUANABARA, S/N, ZONA RURAL, NOVA OLIMPIA, MT";-57,2806835;-14,7791922
"VANGUARDA DO BRASIL S.A.";"RODOVIA BR 364 KM 288 + 30";"SN";"ZONA RURAL";78400000;"DIAMANTINO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364 KM 288 + 30, SN, ZONA RURAL, DIAMANTINO, MT";-56,4370932;-14,4040989
"VANGUARDA AGRO S.A.";"RODOVIA BR 364, KM 258 A DI";"S/N";"ZONA RURAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, KM 258 A DI, S/N, ZONA RURAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"AGROCAT DISTRIBUIDORA DE INSUMOS AGRICOLAS LTDA";"AVENIDA LIONS INTERNACIONAL";"479";"JARDIM CALIFORNIA";78300000;"TANGARA DA SERRA";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA LIONS INTERNACIONAL, 479, JARDIM CALIFORNIA, TANGARA DA SERRA, MT";-57,5260361;-14,6304505
"BUNGE ALIMENTOS S/A";"BR MT 235, KM 40, N. MUTUM";"S/N";"GLEBA SAO FRANCISCO";78450000;"NOVA MUTUM";"MT";"Entre US$ 1 e US$ 5 milhões";"BR MT 235, KM 40, N. MUTUM, S/N, GLEBA SAO FRANCISCO, NOVA MUTUM, MT";-56,0748066;-13,837813
"OTAVIO PALMEIRA DOS SANTOS";"RDV MT 130 KM 06 20 KM A ES";"S/N";"ZONA RURAL";78800000;"POXOREO";"MT";"Entre US$ 1 e US$ 5 milhões";"RDV MT 130 KM 06 20 KM A ES, S/N, ZONA RURAL, POXOREO, MT";-54,3887597;-15,8414488
"SIPAL INDUSTRIA E COMERCIO LTDA";"RODOVIA BR 070 KM 205";"S/N";"ZONA RURAL";78620000;"GENERAL CARNEIRO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 070 KM 205, S/N, ZONA RURAL, GENERAL CARNEIRO, MT";-52,7578469;-15,7098868
"CARGILL AGRICOLA S A";"RODOVIA MT 129  KM 01";"S/N";"ZONA RURAL";78875000;"GAUCHA DO NORTE";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 129  KM 01, S/N, ZONA RURAL, GAUCHA DO NORTE, MT";-53,081383;-13,2447109
"C.VALE - COOPERATIVA AGROINDUSTRIAL";"ESTRADA ALDA - KM 01";"S/N";"ZONA RURAL";78545000;"SANTA CARMEM";"MT";"Entre US$ 1 e US$ 5 milhões";"ESTRADA ALDA - KM 01, S/N, ZONA RURAL, SANTA CARMEM, MT";-55,2787719;-11,9738732
"LOUIS DREYFUS COMMODITIES BRASIL S.A.";"RODOVIA BR 326, KM 06";"S/N";"SETOR INDUSTRIAL";78640000;"CANARANA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 326, KM 06, S/N, SETOR INDUSTRIAL, CANARANA, MT";-52,2691123;-13,5564739
"PEDRO JOSE LEHNEN";"AV BRASILIA";"2711";"CENTRO";78840000;"CAMPO VERDE";"MT";"Entre US$ 1 e US$ 5 milhões";"AV BRASILIA, 2711, CENTRO, CAMPO VERDE, MT";-55,1750451;-15,5676168
"RURAL SOLUCOES E SERVICOS LTDA";"AVENIDA ISMAEL JOSE DO NASC";"1770";"JARDIM TANGARA II";78300000;"TANGARA DA SERRA";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA ISMAEL JOSE DO NASC, 1770, JARDIM TANGARA II, TANGARA DA SERRA, MT";-57,4911449;-14,6161911
